,Package_Type,Duration_Days,Duration_Nights,Starting_Location,Destination_Cities,Destination_Cities_Count,Included_Activities,Hotel_Ratings,Original_Price_INR,Deal_Price_INR,Discount_Percentage
680,Exclusive Kashmir Tour Package,7,6,Srinagar,"Srinagar ,Gulmarg ,Pahalgam ",3,Dal  Lake Hill station Kashmiri  Cuisine Nature ,3,41935,39000,7
681,Rejuvenating haramshala Family Package,5,4,Amritsar,"Amritsar ,Dharamshala ,Dalhousie ",3,Adventure Nature Hill station Family Sightseeing Budget,3,18791,17100,9
682,Jim Corbett Tour Package,2,1,Jim Corbett,Jim Corbett ,1,Museumgroup Jungle  Safari Temple Wildlife Nature ,4,7903,7350,7
683,Memorable Family Trip To Cochin,9,8,Cochin,"Cochin ,Munnar ,Thekkady ,Alleppey ,Kumarakom ,Kovalam ,Kanyakumari ",7,Mattancherry  Palace Adventure St.  Francis  Church ,4,29805,27123,9
684,Lavasa Lonavala Tour Package,4,3,Lonavala,Lonavala ,1,Wax  Museum Nature Dam Hill station Watersports ,3,15934,14500,9
685,Spectacular Coorg Summer Special Honeymoon,6,5,Ooty,"Ooty ,Coorg ,Mysore ",3,Ooty Water  Activities Sightseeing Adventure Mysore  ,4,27483,25010,9
686,Kasauli Tour Package,2,1,Kasauli,Kasauli ,1,Sightseeing Nature Adventure Hill station Historical Religious ,3,9890,9000,9
687,A Holiday Filled With Adventure At Jim Corbett,3,2,Jim Corbett,Jim Corbett ,1,  Arrival Adventure Leisure Nature Sightseeing ,4,11538,10500,9
688,The Beauteous Land of Uttarakhand,3,2,Ranikhet,"Ranikhet ,Kausani ",2,Sightseeing Nature Scenic  Landscapes Adventure Leisure  ,2,9807,8924,9
689,Incredible Haridwar Tour Package,3,2,Haridwar,Haridwar ,1,Sightseeing Religious Nature Hill station Religious  Tour ,3,11290,10500,7
690,Ravishing Shimla Honeymoon,4,3,Shimla,Shimla ,1,Himalayas Nature Sightseeing Temples Water  Activities ,2,25761,23443,9
691,Coorg Tour Package,3,2,Coorg,Coorg ,1,Waterfalls Adventure Wildlife Nature Picturesque sights Mountains ,3,15873,14762,7
692,Enchanting Uttarakhand Tour Package,4,3,Kausani,"Kausani ,Nainital ",2,Nature Loverâs  Point Hill station Naini  Lake ,2,9077,8400,7
693,A Peaceful haramshala Tour Package,4,3,Dharamshala,Dharamshala ,1,Sightseeing Nature City  Tour Hill station Mountains  ,3,39560,36000,9
694,Picturesque Kodaikanal Tour Package,6,5,Ooty,"Ooty ,Kodaikanal ",2,Dolphin  Nose Nature Adventure Hills Hill station ,3,20780,18910,9
695,Pleasing Himachal Tour Package,9,8,Shimla,"Shimla ,Manali ,Dharamshala ,Dalhousie ,Khajjiar ",5,Hill station Adventure Water  Activities Cultural Nature ,4,36484,33200,9
696,West Sikkim Tour Package,7,6,Gangtok,"Gangtok ,Pelling ,Darjeeling ",3,Culture Adventure Nature Local sightseeing Sightseeinggroup Budget,3,53689,49394,8
697,Leh Ladakh   Trip Package,7,6,Leh,"Leh ,Nubra Valley ,Pangong ,Kargil ",4,Adventure Sightseeing Nature Campinglandscape Mountains Budget,3,43477,39999,8
698,Blissful Char ham Chopper Package,6,5,Dehradun,"Dehradun ,Yamunotri ,Gangotri ,Guptakashi ,Badrinath ",5,Himalayas Adventure Temple  Tour Nature Sightseeing ,3,184615,168000,9
699,Best Selling Kabini Sightseeing Tour For A Refreshing Vacay,3,2,Kabini,Kabini ,1,Sightseeing Adventure Nature Wildlifetemples Religious Budget,3,12650,11765,7
700,Best Uttarakhand Honeymoon,7,6,Bhimtal,"Bhimtal ,Kausani ,Jim Corbett ",3,Adventure Water  Activities Nature Wildlife Hill station ,3,25374,23624,7
701,Ladakh   Trip Package,10,9,Manali,"Manali ,Jispa ,Leh ,Nubra Valley ,Pangong ",5,Architecture Scenic  Beauty Nature Gurudwara  Pathar  ,3,48912,44999,8
702,Get Lost In The Beauty Of Gangtok And arjeeling,5,4,Gangtok,"Gangtok ,Darjeeling ",2,Adventure Sightseeing Nature,3,119612,108854,9
703,Golden Triangle Tour Package,5,4,New Delhi,"New Delhi ,Agra ,Jaipur ",3,Nature Religious Historical Budget,3,26881,24999,7
704,    arjeeling Gangtok Pelling Kalimpong Tour Package,5,4,Kalimpong,"Kalimpong ,Zuluk ,Gangtok ",3,Baba  Mandir Nature Tsomgo  Lake Adventure ,2,47627,44769,6
705,Fanciful Getaway To Astounding Alleppey,3,2,Alleppey,Alleppey ,1,Houseboat Water  Activities Sightseeing Adventure Backwaters ,3,16673,15172,9
706,Joyous Auli Honeymoon,5,4,Mussoorie,"Mussoorie ,Auli ",2,Skiing Adventure Himalayas Nature Hill station Water  ,3,21346,19425,9
707,Jammu Katra Patnitop Srinagar Sonmarg Gulmarg Pahalgam Tour Package,7,6,Katra,"Katra ,Pahalgam ,Srinagar ,Jammu ",4,Vaishno  Devi Nature Houseboat Adventure Shikara  ,3,40860,38000,7
708,Coorg Tour Package,5,4,Coorg,"Coorg ,Ooty ,Bangalore ",3,Doddabetta  Peak Nature Simâs  Park Adventure ,3,19021,17690,7
709,Idyllic elhi Family Package,3,2,New Delhi,New Delhi ,1,Connaught  Place  Market Nature Akshardham  Temple ,4,10989,10000,9
710,Exciting Leh Family Getaway,8,7,Leh,"Leh ,Nubra Valley ,Pangong ,Tsomoriri ",4,Nubra  Valley Hill station Pangong  Lake Religious ,3,36591,33298,9
711,Shirdi Tour Package,2,1,Shirdi,Shirdi ,1,Religious  Tour Religious Temple Nature Sightseeing ,3,5439,4949,9
712,Himachal Tour Package,7,6,Manali,"Manali ,Shimla ",2,Adventure  Activities Nature Mountains  Adventure Valleysshopping ,4,33871,31500,7
713,South India Beach Tour Package,3,2,Pondicherry,Pondicherry ,1,Nature Adventure Best sellers Budget,2,18233,16774,8
714,Astounding Manali Package,5,4,Manali,Manali ,1,Mountains  Adventure Nature Sightseeing Hill station Budget,3,16931,15407,9
715,Evergreen Coorg and Bangalore Trip,3,2,Coorg,Coorg ,1,Shopping Adventure Sightseeing Nature Leisure  Time ,3,18769,17080,9
716,Kutch Tour Package,3,2,Kutch,Kutch ,1,Rann of  Kutch Historical Kalo  Dungar Adventure ,3,15053,13999,7
717,Spiritual Family Getaway To Rameshwaram,3,2,Rameswaram,Rameswaram ,1,Sightseeing Adventure Temples Nature Shopping Historical ,3,14076,12809,9
718,Best Selling Kabini Wildlife Tour Package,3,2,Mysore,"Mysore ,Kabini ",2,Wildlife safari Adventure Jungle  Safari Nature Boating ,3,18434,16775,9
719,An Idyllic Honeymoon,7,6,Kochi,"Kochi ,Munnar ,Thekkady ,Kumarakom ,Alleppey ",5,Romantic Hotel check-in Airport  Transfers Breakfast Sightseeing ,4,28124,25593,9
720,Fantastic Lansdowne Honeymoon,3,2,Lansdowne,Lansdowne ,1,Adventure Nature  Walk Nature Boating Hill station ,4,15000,13650,9
721,Intimate Ranikhet Honeymoon,3,2,Ranikhet,"Ranikhet ,Kausani ",2,Kainchi  Dham Romantic Chaubatia  Gardensshopping Golf  ,2,9807,8924,9
722,Exciting Mount Abu Honeymoon,2,1,Mount Abu,Mount Abu ,1,Sightseeing Religious Nature Ideal for couples Adventure Hill  ,3,2365,2199,7
723,Karnataka And Tamil adu Chronicles,4,3,Ooty,"Ooty ,Mysore ",2,Sightseeing Nature Hill station Wildlife Cultural Mountains  ,3,20780,18910,9
724,A Idyllic Honeymoon,6,5,Ooty,"Ooty ,Kodaikanal ",2,Sightseeing Historical Shopping Adventure Ooty Nature ,5,27483,25010,9
725,Chopta eoriatal Tungnath Chandrashila Trekking Tour Package,3,2,Chopta,Chopta ,1,Family Scenery Trekking Sightseeing Adventure Nature ,2,9701,8925,8
726,Pleasing Family Kerala Holiday Tour,5,4,Kovalam,"Kovalam ,Kumarakom ",2,Adventure Sightseeing Nature Hill station Houseboat  Stay ,3,14928,13435,10
727,A Scintillating Coorg Family Tour,3,2,Coorg,Coorg ,1,Hill  Station Hill station Adventure Nature Wildlife ,3,18098,16469,9
728,Golden Triangle   And   Package,4,3,Agra,"Agra ,New Delhi ",2,Adventure Nature Sightseeing,3,14693,11999,18
729,Spiritual Uttarakhand Tour Package,3,2,Haridwar,"Haridwar ,Rishikesh ",2,Ganga  Arti Adventure Mansa  Devi  Temple ,3,9032,8400,7
730,Golden Triangle Tour Package,7,6,New Delhi,"New Delhi ,Agra ,Jaipur ",3,Religious Historical Nature Budget,3,34782,31999,8
731,Refreshing Srinagar Sightseeing Tour Package,3,2,Srinagar,Srinagar ,1,Sightseeing Adventure Shikara  Ride Nature Hill station ,3,12637,11500,9
732,Kerala Tour Package,8,7,Kochi,"Kochi ,Munnar ,Thekkady ,Alleppey ,Kovalam ",5,Beach  Tour Adventure Tea  Museum Nature ,4,23505,21860,7
733,Memorable elhi Tour Package,6,5,New Delhi,"New Delhi ,Agra ",2,Qutub  Minar Taj  Mahal Historical India  ,3,16483,15000,9
734,Splendid Gangtok Tour Package,5,4,Gangtok,Gangtok ,1,Mountains  Adventure Visit  Tsomgo  Lake Nature ,3,39160,36027,8
735,Serene And Romantic Getaway To Alleppey,2,1,Alleppey,Alleppey ,1,  Arrival Water  Activities Sightseeing Adventure ,3,12825,11671,9
736,Extravagant Family Holiday in Munnar Alleppey Kerala,7,6,Kochi,"Kochi ,Munnar ,Alleppey ,Kovalam ",4,Waterfalls Adventure Spice  Plantations Wildlife Beach ,3,19814,17634,11
737,Incredible Agra Tour,3,2,Agra,Agra ,1,Mughal  Gardens Historical Local market Forts Sightseeing ,3,6593,6000,9
738,Refreshing orth East Honeymoon,7,6,Shillong,"Shillong ,Cherrapunjee ,Guwahati ",3,Nature Hill station Sightseeing Water  Activities Dawki ,3,36813,33500,9
739,Romantic Honeymoon,4,3,Goa,Goa ,1,Sightseeing Nature Cruise  Water  Activities Romantic ,2,32583,29325,10
740,Exciting Kerala Munnar Package,3,2,Munnar,Munnar ,1,Visit to  Bird  Sanctuary Adventure Hill  Station ,3,9374,8530,9
741,Goa Tour Package,4,3,Calangute,Calangute ,1,Adventure Water  Activities Best sellers Budget,3,11956,11000,8
742,Top-Rated Madhya Pradesh Package,10,9,Indore,"Indore ,Maheshwar ,Ujjain ,Pachmarhi ,Jabalpur ,Khajuraho ",6,Temple Nature Sightseeing Historical City  Tour ,3,44505,40500,9
743,Alluring Munnar Tour Package,4,3,Athirappilly,"Athirappilly ,Munnar ",2,Athirapally waterfalls Nature Munnar Adventure Echo  Point ,3,12304,11197,9
744,Shirdi Trimbakeshwar Shani Shingnapur Tour Package,3,2,Shirdi,Shirdi ,1,Picturesque views Religious Temple Hill station Hills Sightseeing ,3,11290,10500,7
745,Jim Corbett ational Park Honeymoon,4,3,Jim Corbett,"Jim Corbett ,Nainital ",2,Sightseeing Adventure Nature Lakes  Tour Hill station ,4,23333,21000,10
746,Romantic Jammu and Kashmir Honeymoon,5,4,Srinagar,Srinagar ,1,Mountains  Sightseeing Water  Activities Adventure Nature ,3,24176,22000,9
747,Chopta Camping Tour Package,2,1,Chopta,Chopta ,1,Mountains  Camping Laxman  Jhula Adventure Nature ,2,5645,5250,7
748,Best-Selling Hyderabad Tour Package,4,3,Hyderabad,Hyderabad ,1,Film studios Adventure Shopping Nature Local market Historical ,2,18434,16775,9
749,South India Luxury Tour Package,5,4,Ooty,"Ooty ,Kodaikanal ",2,Adventure Nature Water  Activities,4,35738,32879,8
750,Best-Selling   Srinagar Package,6,5,Srinagar,"Srinagar ,Pahalgam ,Gulmarg ",3,Gardens Lakes Valleys Adventure Nature Hill station ,3,26087,24000,8
751,"Soothing Kumarakom, Munnar, Alleppey Honeymoon",7,6,Kochi,"Kochi ,Munnar ,Thekkady ,Kumarakom ,Alleppey ",5,Water  Activities Jewish  Synagogue Mattancherry  Palace ,3,26023,22900,12
752,Blissful Kerala Couple Tour Package,4,3,Munnar,"Munnar ,Alleppey ",2,Sightseeing Water  Activities Forest  Trek Adventure ,3,13741,12504,9
753,Explore The Unexplored Today With A ortheast Tour,4,3,Shillong,"Shillong ,Cherrapunjee ",2,Airport  Transfers Adventure Sightseeing Nature Hill station ,3,17032,15499,9
754,Kerala   Package,3,2,Munnar,Munnar ,1,Beach Adventure Castles Nature Backwaters Hill station ,3,7500,6975,7
755,Kerala Houseboat Tour Package,5,4,Munnar,"Munnar ,Thekkady ,Alleppey ",3,Adventure Nature Sightseeing,4,13902,12825,8
756,Picturesque Coorg Getaway,3,2,Coorg,Coorg ,1,  Arrival Adventure Sightseeing Nature Shopping ,3,18098,16469,9
757,Alluring Leh Ladakh Family Tour Package,6,5,Leh,"Leh ,Nubra Valley ",2,Road  Trip Adventure Hill station Himalayas Nature ,2,27471,24999,9
758,Captivating Coorg Sightseeing Tour Package,3,2,Coorg,Coorg ,1,Talakaveri Adventure Bhagamandala Nature Abbey  Falls ,2,15417,14029,9
759,    Mahabaleshwar Honeymoon,4,3,lavasa,"lavasa ,Mahabaleshwar ",2,Hill  Station Adventure Nature Watersports Romantic ,4,15714,14300,9
760,Splendid Gangtok Tour Package,3,2,Gangtok,Gangtok ,1,Waterfalls Adventure Visit  Tsomgo  Lake Nature ,5,26243,24406,7
761,Miraculous Manali Sightseeing Tour Package,4,3,Manali,Manali ,1,Sightseeing Nature Vashisht  Village Adventure Solang  ,3,20571,18720,9
762,Calming Kumarakom Houseboat Tour Package,3,2,Alleppey,Alleppey ,1,Backwaters Houseboat Nature Hill station Waterfall Sightseeing ,3,7664,6974,9
763,Splendid haramshala Honeymoon,4,3,Dharamshala,Dharamshala ,1,  Arrival Hill station Local sightseeing Water  Activities ,3,26901,24480,9
764,iscounted Ladakh Trip Package,6,5,Leh,"Leh ,Nubra Valley ,Pangong ",3,Adventure Hill station Nature,3,28709,25999,9
765,Family Tour To Fanciful Rajasthan,3,2,Jaisalmer,Jaisalmer ,1,Lakes Folk  Music Forts Adventure Nature ,4,6593,6000,9
766,Heavenly Odisha Tour Package,4,3,Bhubaneshwar,"Bhubaneshwar ,Puri ",2,Religious  Tour Cruises Cruise Nature Chilika  ,3,15824,14400,9
767,iscover Leh-Ladakh Tour Package,10,9,Srinagar,"Srinagar ,Kargil ,Leh ,Pangong ,Nubra Valley ,sarchu ,Manali ",7,Road  Trip Adventure Himalayas Historical Nature ,3,58392,54499,7
768,Magnificent Jaisalmer Tour Package,7,6,Jaipur,"Jaipur ,Bikaner ,Jaisalmer ,Jodhpur ",4,Historical  Sightseeing Adventure Desert  Safari Historical ,3,57142,51999,9
769,Himachal Honeymoon,12,11,New Delhi,"New Delhi ,Shimla ,Manali ,Dharamshala ,Dalhousie ,Amritsar ",6,Hill station Adventure Nature Religious Water  Activities ,3,72395,65879,9
770,A Fabulous Lansdowne Sightseeing Tour Package,3,2,Lansdowne,Lansdowne ,1,Gandhi  Chowk Adventure Nature Sightseeing Hill stationshopping,4,12692,11550,9
771,elightful Uttarakhand Tour Package,8,7,Haridwar,"Haridwar ,Auli ,Kausani ,Mukteshwar ,Nainital ",5,Ganga  Aarti Adventure Sunset on  Nanda  Devi  ,3,30333,27300,10
772,Captivating Himachal Tour Package,9,8,Shimla,"Shimla ,Manali ,Dharamshala ,Dalhousie ",4,Adventure Nature Hill station Paragliding Trekking Budget,4,39011,35500,9
773,Amusing Ladakh Family Package,8,7,Leh,"Leh ,Nubra Valley ,Kargil ,Srinagar ",4,Family  Trip Hill station Pangong  Tso Nature ,2,36363,31999,12
774,Spectacular Tamil adu Tour Package,3,2,Ooty,Ooty ,1,Nature Religious Sightseeing Adventure Hill  Station ,3,19439,17689,9
775,Best Selling Getaways To Ooty For A Refreshing Break,3,2,Ooty,Ooty ,1,Lamâs  Rock Nature Ketty  Valley Adventure ,3,16418,15433,6
776,    arjeeling Gangtok Couple Tour Package,5,4,Gangtok,"Gangtok ,Darjeeling ",2,Waterfalls Nature Tsomgo  Lake Adventure Romantic ,4,42037,39515,6
777,Exciting Jaisalmer Honeymoon,7,6,Jaipur,"Jaipur ,Bikaner ,Jaisalmer ,Jodhpur ",4,Historical  Sites Adventure  Camel  Ride Nature ,3,19780,18000,9
778,Golden Triangle Tour For     ,4,3,New Delhi,"New Delhi ,Agra ,Jaipur ",3,Nature Adventure Religious Budget,3,19565,18000,8
779,Splendid Kumarakom Sightseeing Tour Package,5,4,Kovalam,"Kovalam ,Kumarakom ",2,Beaches Adventure Sightseeing Nature Backwaters Historical ,3,15234,13863,9
780,Best-Ranked Goa Package,4,3,Goa,Goa ,1,Fort  Aguada Adventure Watersports Nature Boat  ,3,25806,24000,7
781,Honeymoon,3,2,Goa,Goa ,1,Leisure Nature Ideal for couples Romantic Cruiseslandscape Budget,3,11234,9998,11
782,Serene Uttarakhand Honeymoon,6,5,Mussoorie,"Mussoorie ,Jim Corbett ,Nainital ",3,Wildlife safari Lakes Sightseeing Adventure Wildlife Nature ,3,25384,23099,9
783,Amazing Leh Ladakh Tour With Camp Stays (Ex Srinagar),8,7,Srinagar,"Srinagar ,Kargil ,Leh ,Pangong ,Nubra Valley ",5,Star  Gazing Nature Adventure Road  Trip ,3,42267,40999,3
784,Parwanoo Tour For Panoramic Views,3,2,Parwanoo,"Parwanoo ,Kasauli ",2,Shopping Adventure Hill  Station Nature Sightseeing ,4,30065,27359,9
785,A Rajasthan Summer Special Honeymoon,9,8,Jaipur,"Jaipur ,Bikaner ,Jaisalmer ,Jodhpur ,Udaipur ",5,Jaipur Historical Jaisalmer Adventure Jodhpur Nature ,3,21978,20000,9
786,Mount Abu Tour Package,10,9,Jaipur,"Jaipur ,Bikaner ,Jaisalmer ,Jodhpur ,Udaipur ,Mount Abu ",6,Sightseeing Hill station Nature Religious Hills Budget,3,86363,75999,12
787,Hampi Tour Package,3,2,Hampi,Hampi ,1,Sightseeing Adventure Nature Historicallandscapetemples Budget,3,15484,14090,9
788,Amusing Rishikesh Mussoorie Honeymoon,3,2,Rishikesh,"Rishikesh ,Mussoorie ",2,Adventure Best sellers Sightseeing Nature Water  Activities ,2,10080,9450,6
789,Ooty Honeymoon,3,2,Ooty,Ooty ,1,Scenic views Adventure Hill  Station Nature Mountains  ,3,12234,11500,6
790,Picturesque Ranikhet Tour Package,3,2,Nainital,"Nainital ,Ranikhet ",2,Himalayas Adventure Sightseeing Nature Hill station Templeshopping ,2,9807,8924,9
791,Shimla Manali haramshala alhousie Amritsar Tour Package,10,9,Shimla,"Shimla ,Manali ,Dharamshala ,Dalhousie ,Amritsar ",5,Wildlife Adventure Solang  Valley Nature Rohtang  ,3,29739,27360,8
792,Goa Group Sightseeing Tour,3,2,Goa,Goa ,1,Adventure Water  Activities Beach Budget,3,9130,8400,8
793,Captivating Uttarakhand Honeymoon,10,9,Rishikesh,"Rishikesh ,Mussoorie ,Jim Corbett ,Kausani ,Nainital ",5,Lakshman  Jhula Hill station Nilkantha  Mahadev Water  ,3,43269,39375,9
794,Captivating Munnar Family Package,3,2,Cochin,"Cochin ,Munnar ",2,Arrival Hill station Rose  Garden Nature Mattupetty  ,3,8978,8170,9
795,Wonderful Kerala Family Tour Package,5,4,Munnar,"Munnar ,Thekkady ,Alleppey ,Kochi ",4,Nature Wildlife safari Backwaters Shopping Hill station Cruises ,3,21837,17691,19
796,Welcome To An Icy Wonderland,8,7,Katra,"Katra ,Pahalgam ,Gulmarg ,Srinagar ",4,Sightseeing Temples Glaciers Gardens Hill station Adventure ,3,30769,28000,9
797,Best Selling Khandala Sightseeing Tours For A Perfect Leisure Break,3,2,Lonavala,Lonavala ,1,Historical  Sites Nature Hill  Station Adventure ,3,11538,10500,9
798,Riveting Himachal Tour Package,11,10,Shimla,"Shimla ,Manali ,Dharamshala ,Dalhousie ,Amritsar ,New Delhi ",6,Sightseeing Adventure Temple Nature Churches Hill station ,3,46703,42500,9
799,South Goa Honeymoon,4,3,Goa,Goa ,1,Aguada  Fort Nature Basilica of  Bom  Jesus ,4,19565,18000,8
800,Pleasurable Mount Abu Honeymoon,3,2,Mount Abu,Mount Abu ,1,Hill  Station Nature Adventure Sightseeing Hill station ,4,8791,8000,9
801,Lovable Goa Honeymoon,5,4,Goa,Goa ,1,Calangute  Beach Adventure Anjuna  Beach Nature ,3,31944,28750,10
802,Best-Selling Kalimpong Package,3,2,Kalimpong,Kalimpong ,1,Hills Nature Mountains  Hill station Natural  Beauty ,4,9140,8500,7
803,A Serene Kausani Tour Package,3,2,Kausani,Kausani ,1,Leisure  Day Adventure Sightseeing Hill station Natureshopping ,3,9807,8924,9
804,Idyllic Himachal Honeymoon,11,10,New Delhi,"New Delhi ,Shimla ,Manali ,Dharamshala ,Dalhousie ",5,Sightseeing Shopping Solang  Valley Romantic Hill station ,3,66778,60768,9
805,Spectacular Himachal Pradesh Tour,9,8,Shimla,"Shimla ,Manali ,Dharamshala ,Dalhousie ",4,Adventure  Activities Adventure Trekking Nature Sightseeing ,3,40034,36431,9
806,Idyllic Ranikhet Honeymoon,6,5,Nainital,"Nainital ,Ranikhet ,Jim Corbett ",3,Chaubatia  Gardens Adventure Golf  Course Nature ,3,24807,22574,9
807,Evergreen Romantic Excursion To Himachal,9,8,Shimla,"Shimla ,Manali ,Dharamshala ,Dalhousie ",4,Adventure Lakes Nature Paragliding Hill station River  ,3,41380,37656,9
808,Fabulous Lansdowne Tour Package,2,1,Lansdowne,Lansdowne ,1,Nature Adventure Forest  Trail Hill station Boating ,3,8653,7874,9
809,Uttarakhand Family Trip Package,3,2,Jim Corbett,Jim Corbett ,1,Adventure Nature Sightseeing,4,12666,9500,25
810,Exotic And Romantic Andaman Tour,7,6,Port Blair,"Port Blair ,Havelock Island ",2,Port  Blair Cellular  Jail Cruises Havelock  ,3,42186,38389,9
811,Enchanting alhousie Tour Package,4,3,Dalhousie,Dalhousie ,1,Ideal for friends Adventure Ideal for families Nature Hill  Station ,3,39040,35136,10
812,An Adventurous Trip To Madhya Pradesh,3,2,Jabalpur,"Jabalpur ,Bandhavgarh ",2,Sightseeing Adventure Caves Nature Historical  Sites ,3,18571,16900,9
813,Best Selling Agra Tour Package,2,1,Agra,Agra ,1,Sightseeing Nature Taj  Mahal Historicalmuseums Budget,3,8695,7999,8
814,hanaulti Tour Package,2,1,Dhanaulti,Dhanaulti ,1,Adventure  Activities City  Tour Waterfalls Nature ,3,5026,4724,6
815,South India Tour Package,4,3,Munnar,"Munnar ,Alleppey ",2,Adventure Nature Best sellers Budget,3,18759,17446,7
816,Goa Honeymoon,6,5,Goa,Goa ,1,Nightlife Adventure Beaches Water  Activities Watersports ,4,30000,27600,8
817,Andaman Honeymoon,5,4,Port Blair,"Port Blair ,Havelock ",2,Adventure Sightseeing Nature,4,24700,19627,21
818,Alluring Kerala Honeymoon,4,3,Cochin,"Cochin ,Munnar ,Alleppey ",3,Spice plantations Valara  Falls Kerala- Tour- F ,3,30315,27587,9
819,Exuberant Port Blair Package,6,5,Port Blair,Port Blair ,1,Samudrika  Museum Adventure Cellular  Jail  Nature ,4,26924,24501,9
820,Get Amazed By The Enchanting Beauty Of Munnar,3,2,Cochin,"Cochin ,Munnar ",2,Valara Nature Eravikulam  National  Park Mattupetty  ,3,9619,8753,9
821,Best elhi   Tour Package,2,1,New Delhi,New Delhi ,1,Connaught  Place Nature Akshardham  Temple Adventure ,3,10638,10000,6
822,Adventurous Rajasthan Tour Package,5,4,Ranthambore,"Ranthambore ,sariska ,Jaipur ",3,Ranthambore  Fortgroup Bhangarh  Fort Sariska  Tiger  ,3,17830,15000,16
823,"Marvelous Munnar, Alleppey, Kochi Honeymoon",5,4,Munnar,"Munnar ,Alleppey ,Kochi ",3,Tea  Museum Hill station Eravikulam  National  Park ,3,12216,10750,12
824,"Hilly Escapades: arjeeling, Kalimpong & Gangtok Honeymoon",7,6,Darjeeling,"Darjeeling ,Gangtok ",2,Romantic Nature Mountains  Hill station Hot  Pick ,2,91990,80951,12
825,A Wonderful Tour Package,3,2,Maheshwar,"Maheshwar ,Ujjain ",2,Omkareshwara  Temple Adventure Sightseeing Nature Forts ,3,14285,12999,9
826,A Romantic Honeymoon,4,3,Munnar,"Munnar ,Cochin ",2,Sightseeing Nature Mattupetty  Dam Adventure Echo  ,3,14285,12999,9
827,arjeeling Tour Package,3,2,Darjeeling,Darjeeling ,1,Mountains  Adventure City  Tour Nature Scenic views ,2,25030,23278,7
828,Awe Inspiring Tawang Tour Package,8,7,Bhalukpong,"Bhalukpong ,Dirang ,Tawang ,Bomdila ,Guwahati ",5,Guwahati Adventure Dirang  Dzong Nature Tawang  ,3,35714,32500,9
829,An Incredible Kochi Trip,7,6,Cochin,"Cochin ,Munnar ,Thekkady ,Alleppey ",4,Kundala  Lake Eravikulam  National  Park Mattupetty  ,3,21093,19195,9
830,Exciting Auli Tour Package,6,5,Rishikesh,"Rishikesh ,Auli ,Haridwar ",3,Mountains  Ganga  Aarti Auli ropeway Water  Activities ,3,26250,23625,10
831,South India Tour Package,7,6,Munnar,"Munnar ,Thekkady ,Alleppey ,Kovalam ,Thiruvananthapuram ",5,Adventure Nature Water  Activities Budget,3,28860,26840,7
832,Rejuvenating Kerala Tour Package,5,4,Munnar,"Munnar ,Thekkady ,Alleppey ",3,Thekkady Adventure Munnar Nature Alleppey Water  ,3,14991,13642,9
833,Andaman Tour Package,6,5,Port Blair,"Port Blair ,Havelock ,Neil Island ",3,Sightseeing Nature Adventure Water  Activities Island ,2,23419,21780,7
834,An Idyllic Kochi Honeymoon,6,5,Munnar,"Munnar ,Thekkady ,Kumarakom ,Kochi ",4,Hotel check-in Adventure Breakfast Water  Activities Houseboat ,3,18163,16528,9
835,Romantic orth East Honeymoon,4,3,Shillong,"Shillong ,Kaziranga ",2,Elephanta  Waterfalls Wildlife Lady  Hydari  Park ,2,18181,15999,12
836,Enthralling Kodaikanal Tour Package,3,2,Kodaikanal,Kodaikanal ,1,Sightseeing Nature Waterfalls V A L ,3,14393,12810,11
837,elightful Auli Sightseeing Tour Package,4,3,Auli,Auli ,1,Road  Trip Ropeway  Ride Maa  Dhari  ,3,15000,13650,9
838,Enchanting Karnataka Honeymoon,6,5,Ooty,"Ooty ,Coorg ,Mysore ",3,Choice based activities Water  Activities Maharaja  Palace Adventure ,3,26142,23789,9
839,Romantic Kashmir Honeymoon,7,6,Srinagar,"Srinagar ,Gulmarg ,Pahalgam ",3,Dal  Lake Best sellers Srinagar  Dam Sonmarg ,3,41969,38192,9
840,Aurangabad Ajanta Ellora Sightseeing Tour Package,3,2,Aurangabad,Aurangabad ,1,Caves Historical National  Monument Religious Historical  ,3,11538,10500,9
841,Exhilarating Kodaikanal Family Tour,3,2,Kodaikanal,Kodaikanal ,1,Sightseeing Hill station Road journey Wildlife Local market Adventure ,2,11395,10369,9
842,Ravishing Kerala Tour Package,5,4,Munnar,"Munnar ,Alleppey ,Cochin ,Kochi ",4,Ideal for families Hill station Nature walks Wildlife Spice plantations Nature ,3,14983,13485,10
843,Exquisite Karnataka Tour Package,4,3,Coorg,"Coorg ,Mysore ",2,Coorg sightseeing Historical Mysore  Wildlife Naturetemples Budget,3,19439,17689,9
844,Kerala Honeymoon,7,6,Munnar,"Munnar ,Thekkady ,Alleppey ,Kovalam ",4,Culture Nature Hill station Scenic views Cultural Religious ,3,21739,20000,8
845,Enamoring Alleppey-Kovalam Family Package,4,3,Alleppey,"Alleppey ,Kovalam ",2,Backwaters Beach Ideal for families Watersports Water  Activities ,3,10953,10077,8
846,Sikkim Tour Package,7,6,Gangtok,"Gangtok ,Pelling ,Darjeeling ",3,Hills Adventure Lake Hill station Mountains  Waterfall ,3,80532,74089,8
847,Memorable Family Excursion To Himachal,13,12,New Delhi,"New Delhi ,Shimla ,Manali ,Dharamshala ,Dalhousie ,Amritsar ,Chandigarh ",7,Sightseeing Adventure Horse  Riding Nature Hill station ,3,63164,57479,9
